name,price,images,Key Ingredients,Size
24-HR Synergy Duo (Acne Free),$50.00,"https://cdn.shopify.com/s/files/1/0513/3775/6828/files/24-hr-synergy-duo-cosrx-official-3.jpg?v=1765428396,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/the-hyaluronic-acid-3-serum-cosrx-official-2.jpg?v=1724836666,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/the-hyaluronic-acid-3-serum-cosrx-official-3.jpg?v=1724836668,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/the-hyaluronic-acid-3-serum-cosrx-official-4.jpg?v=1724836671,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/the-hyaluronic-acid-3-serum-cosrx-official-5.jpg?v=1724836673,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/the-hyaluronic-acid-3-serum-cosrx-official-6.jpg?v=1724836675,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/the-hyaluronic-acid-3-serum-cosrx-official-9.jpg?v=1724836682,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/the-hyaluronic-acid-3-serum-cosrx-official-10.jpg?v=1724836684,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/the-niacinamide-15-serum-cosrx-official-2.jpg?v=1748420816,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/the-niacinamide-15-serum-cosrx-official-3.jpg?v=1748420816,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/the-niacinamide-15-serum-cosrx-official-6.jpg?v=1757381343,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/the-niacinamide-15-serum-cosrx-official-7.png?v=1757381343,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/the-niacinamide-15-serum-cosrx-official-8.jpg?v=1757381343,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/The_Niacinamade15_13.jpg?v=1757381343,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/The_Niacinamade15_16.jpg?v=1757381343",,
5 Peptide B5 Sensitive Repair Salve Lip Balm,$15.00,"https://cdn.shopify.com/s/files/1/0513/3775/6828/files/00-2.webp?v=1788410435,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/01_764f2d11-6c4e-444b-97f2-9b49a7c3def1.webp?v=1788410435,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/02_966febf0-57bb-4dfd-8db2-053e2bd76a1d.webp?v=1788410435,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/03_1.webp?v=1788410938,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/04_2.webp?v=1788410910,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/05_4cc11869-5894-4e5e-af78-489ae2cc16a9.webp?v=1788410435,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/06_f5a96a3b-8bed-4321-b458-1176eee1fc0c.webp?v=1788410435,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/07_b6b7c9d7-4c5a-4139-bd90-eed9b05e101e.webp?v=1788410435,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/08_ce1545bd-5fd1-44ce-9fcc-50de1d103442.webp?v=1788410435,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/09_5e206b76-0ad5-40be-ae86-3841b6712c52.webp?v=1788410435,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/10_1cf3912a-1207-4568-9b21-30b38ed8b038.jpg?v=1788426764,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/11_c400e261-a07d-4447-a9e2-7b4223e87a3f.webp?v=1788410435",5 Peptide Complex + Pantenol (Vitamin B5) 5% + Shea Butter 10%,12g / 0.42 oz.
5 Peptide Ceramide Barrier Comfort Lip Mask,$15.00,"https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5Peptide-Lip_Mask_00.jpg?v=1788426952,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5Peptide-Lip_Mask_01.jpg?v=1788426952,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5Peptide-Lip_Mask_02.jpg?v=1788426952,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5Peptide-Lip_Mask_03.jpg?v=1788426952,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5Peptide-Lip_Mask_04.jpg?v=1788426952,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5Peptide-Lip_Mask_05.jpg?v=1788426953,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5Peptide-Lip_Mask_06.jpg?v=1788426953,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5Peptide-Lip_Mask_07.jpg?v=1788426952,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5Peptide-Lip_Mask_08.jpg?v=1788426952,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5Peptide-Lip_Mask_09.jpg?v=1788426953,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5Peptide-Lip_Mask_10.jpg?v=1788426952,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5Peptide-Lip_Mask_11.jpg?v=1788426952,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5Peptide-Lip_Mask_12.jpg?v=1788426952,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5Peptide-Lip_Mask_13.jpg?v=1788426953",5 Peptide Complex + Ceramide,12g / 0.42 oz.
5 Peptide Collagen Tinted Lip Fill Treatment,$16.00,"https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5PeptideLipTint_Strawberry_00.jpg?v=1788310795,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5PeptideLipTint_Strawberry_01.jpg?v=1788310787,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5PeptideLipTint_Strawberry_02.jpg?v=1788310788,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5PeptideLipTint_Strawberry_03.jpg?v=1788310788,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5PeptideLipTint_Strawberry_04.jpg?v=1788310788,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5PeptideLipTint_Strawberry_05.jpg?v=1788310788,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5PeptideLipTint_Strawberry_06.jpg?v=1788310787,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Sour_Berry_Jelly_07.jpg?v=1788310832,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5PeptideLipTint_Strawberry_08.jpg?v=1788310787,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Strawberry_09.jpg?v=1788425693,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5PeptideLipTint_Strawberry_10.jpg?v=1788310787,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5PeptideLipTint_Strawberry_11.jpg?v=1788310787,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5PeptideLipTint_Strawberry_12.jpg?v=1788310787,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5PeptideLipTint_Strawberry_13.jpg?v=1788310788,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5PeptideLipTint_Strawberry_14.jpg?v=1788310787,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5PeptideLipTint_Strawberry_15A.jpg?v=1788310791,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5PeptideLipTint_Strawberry_15B.jpg?v=1788310795,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Cocoa_16.jpg?v=1788310885,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Sour_Berry_Jelly_00.jpg?v=1788310831,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Sour_Berry_Jelly_01.jpg?v=1788310832,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Sour_Berry_Jelly_02.jpg?v=1788310832,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Sour_Berry_Jelly_03.jpg?v=1788310832,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Sour_Berry_Jelly_04.jpg?v=1788310832,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Sour_Berry_Jelly_05.jpg?v=1788310833,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Sour_Berry_Jelly_06.jpg?v=1788310832,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5PeptideLipTint_Strawberry_07.jpg?v=1788310787,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Sour_Berry_Jelly_08.jpg?v=1788310831,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Sour_Berry_Jelly_09_aad6b0b5-8411-4d34-9f6f-e26c1f72500c.jpg?v=1788425700,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Sour_Berry_Jelly_10.jpg?v=1788310830,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Sour_Berry_Jelly_11.jpg?v=1788310831,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Sour_Berry_Jelly_12.jpg?v=1788310831,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Sour_Berry_Jelly_13.jpg?v=1788310831,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Sour_Berry_Jelly_14.jpg?v=1788310831,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Strawberry_15_9ed341c4-d8ce-40c1-9990-3e81e2aee6b8.jpg?v=1788426015,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Strawberry_16_7d53ddf6-a100-40c0-bceb-85102d65106c.jpg?v=1788426015,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Peach_00.jpg?v=1788310846,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Peach_01.jpg?v=1788310847,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Peach_02.jpg?v=1788310846,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Peach_03.jpg?v=1788310847,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Peach_04.jpg?v=1788310847,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Peach_05.jpg?v=1788310848,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Peach_06.jpg?v=1788310847,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Peach_07.jpg?v=1788310847,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Peach_08.jpg?v=1788310848,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Peach_10.jpg?v=1788310848,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Peach_09_e9ae8e26-971e-4e47-be40-7d888edddae0.jpg?v=1788425707,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Peach_11.jpg?v=1788310848,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Peach_12.jpg?v=1788310848,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Peach_13.jpg?v=1788310847,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Peach_14.jpg?v=1788310846,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Strawberry_15_8b56d789-7520-4e20-8c03-006e38b63705.jpg?v=1788425948,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Strawberry_16_7031f1c6-6db6-4bff-9171-88e5ba35fc7c.jpg?v=1788425948,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Cherry_00.jpg?v=1788310857,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Cherry_01.jpg?v=1788310858,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Cherry_02.jpg?v=1788310858,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Cherry_03.jpg?v=1788310858,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Cherry_04.jpg?v=1788310861,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Cherry_05.jpg?v=1788310858,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Cherry_06.jpg?v=1788310858,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Cherry_07.jpg?v=1788310858,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Cherry_08.jpg?v=1788310858,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Cherry_09_8e32da3e-ae0c-4b6b-a585-3210ecc66efc.jpg?v=1788425714,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Cherry_10.jpg?v=1788310858,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Cherry_11.jpg?v=1788310856,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Cherry_12.jpg?v=1788310857,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Cherry_13.jpg?v=1788310857,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Cherry_14.jpg?v=1788310857,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Strawberry_15_892850c3-9a07-4aa3-bb12-24ad8511fdf7.jpg?v=1788425951,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Strawberry_16_9e796762-fb17-4ae0-8e30-28448334d7ba.jpg?v=1788425951,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Cinnamon_00.jpg?v=1788310874,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Cinnamon_01.jpg?v=1788310875,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Cinnamon_02.jpg?v=1788310875,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Cinnamon_03.jpg?v=1788310875,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Cinnamon_04.jpg?v=1788310875,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Cinnamon_05.jpg?v=1788310876,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Cinnamon_06.jpg?v=1788310875,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Cinnamon_07.jpg?v=1788310876,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Cinnamon_08.jpg?v=1788310876,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Cinnamon_09_93d9fa47-e1ab-4278-9c73-cc5d9741ebb7.jpg?v=1788425724,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Cinnamon_10.jpg?v=1788310876,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Cinnamon_11.jpg?v=1788310876,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Cinnamon_12.jpg?v=1788310874,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Cinnamon_13.jpg?v=1788310874,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Cinnamon_14.jpg?v=1788310875,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Strawberry_15_3e2320c3-1bd6-489d-883f-e7461885f28b.jpg?v=1788425954,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Strawberry_16_708bebe1-0a17-400d-a556-e332e3b024ca.jpg?v=1788425954,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Cocoa_00.jpg?v=1788310885,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Cocoa_01.jpg?v=1788310886,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Cocoa_02.jpg?v=1788310886,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Cocoa_03.jpg?v=1788310886,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Cocoa_04.jpg?v=1788310886,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Cocoa_05.jpg?v=1788310886,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Cocoa_06.jpg?v=1788310886,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Cocoa_07.jpg?v=1788310886,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Cocoa_08.jpg?v=1788310886,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Cocoa_09_de0d8e83-27e5-486d-aea0-e3b5af57c2f5.jpg?v=1788425731,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Cocoa_10.jpg?v=1788310888,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Cocoa_11.jpg?v=1788310884,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Cocoa_12.jpg?v=1788310884,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Cocoa_13.jpg?v=1788310885,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Cocoa_14.jpg?v=1788310885,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Strawberry_15_526a5d44-bb67-4679-af4a-c94f631c1235.jpg?v=1788425957,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Strawberry_16_6bc3b4f1-b141-4943-916a-8c3fd152619d.jpg?v=1788425957,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Black_Cherry_00.jpg?v=1788310893,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Black_Cherry_01.jpg?v=1788310894,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Black_Cherry_02.jpg?v=1788310894,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Black_Cherry_03.jpg?v=1788310894,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Black_Cherry_04.jpg?v=1788310894,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Black_Cherry_05.jpg?v=1788310895,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Black_Cherry_06.jpg?v=1788310895,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Black_Cherry_07.jpg?v=1788310895,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Black_Cherry_08.jpg?v=1788310895,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Black_Cherry_09_11fc575a-dbbb-401f-8f84-a8d41ef3413c.jpg?v=1788425738,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Black_Cherry_10.jpg?v=1788310895,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Black_Cherry_11.jpg?v=1788310893,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Black_Cherry_12.jpg?v=1788310894,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Black_Cherry_13.jpg?v=1788310894,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Black_Cherry_14.jpg?v=1788310898,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Strawberry_15.jpg?v=1788425942,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/5_Peptide_Lip_Tint_Strawberry_16.jpg?v=1788425942",5 Peptide Complex + Collagen,12g / 0.42 oz.
AC Collection Acne Patch,$8.00,"https://cdn.shopify.com/s/files/1/0513/3775/6828/files/ac-collection-acne-patch-cosrx-official-1.jpg?v=1724835837,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/ac-collection-acne-patch-cosrx-official-2.jpg?v=1724835839,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/ac-collection-acne-patch-cosrx-official-3.jpg?v=1724835841,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/ac-collection-acne-patch-cosrx-official-4.jpg?v=1724835843,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/ac-collection-acne-patch-cosrx-official-5.jpg?v=1724835846,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/ac-collection-acne-patch-cosrx-official-6.jpg?v=1724835848,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/ac-collection-acne-patch-cosrx-official-7.jpg?v=1724835850,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/800x1067__ac__231120.webp?v=1724835852",,
AC Collection Blemish Care Sheet Mask,$6.00,"https://cdn.shopify.com/s/files/1/0513/3775/6828/files/ac-collection-blemish-care-sheet-mask-cosrx-official-1.jpg?v=1724836188,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/ac-collection-blemish-care-sheet-mask-cosrx-official-2.jpg?v=1724836190,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/ac-collection-blemish-care-sheet-mask-cosrx-official-3.jpg?v=1724836193,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/ac-collection-blemish-care-sheet-mask-cosrx-official-4.jpg?v=1724836195,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/ac-collection-blemish-care-sheet-mask-cosrx-official-5.jpg?v=1724836197,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/ac-collection-blemish-care-sheet-mask-cosrx-official-6.jpg?v=1724836199,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/ac-collection-blemish-care-sheet-mask-cosrx-official-7.jpg?v=1724836201,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/ac-collection-blemish-care-sheet-mask-cosrx-official-8.jpg?v=1724836203,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/ac-collection-blemish-care-sheet-mask-cosrx-official-9.jpg?v=1724836205,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/ac-collection-blemish-care-sheet-mask-cosrx-official-10.jpg?v=1724836208",,1 ea
AC Collection Calming Foam Cleanser,$15.00,"https://cdn.shopify.com/s/files/1/0513/3775/6828/files/ac-collection-calming-foam-cleanser-cosrx-official-1.jpg?v=1724835747,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/ac-collection-calming-foam-cleanser-cosrx-official-2.jpg?v=1724835749,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/ac-collection-calming-foam-cleanser-cosrx-official-3.jpg?v=1724835752,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/ac-collection-calming-foam-cleanser-cosrx-official-4.jpg?v=1724835754,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/ac-collection-calming-foam-cleanser-cosrx-official-5.jpg?v=1724835756,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/ac-collection-calming-foam-cleanser-cosrx-official-6.jpg?v=1724835758,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/ac-collection-calming-foam-cleanser-cosrx-official-7.jpg?v=1724835760,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/ac-collection-calming-foam-cleanser-cosrx-official-8.jpg?v=1724835762,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/ac-collection-calming-foam-cleanser-cosrx-official-9.jpg?v=1724835764,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/ac-collection-calming-foam-cleanser-cosrx-official-10.jpg?v=1724835766,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/ac-collection-calming-foam-cleanser-cosrx-official-11.jpg?v=1724835769",,"5.07 fl.oz / 150mL,1.69 fl.oz / 50ml"
AC Collection Calming Liquid Intensive,$26.00,"https://cdn.shopify.com/s/files/1/0513/3775/6828/files/ac-collection-calming-liquid-intensive-cosrx-official-1.jpg?v=1724836888,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/ac-collection-calming-liquid-intensive-cosrx-official-2.jpg?v=1724836890,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/ac-collection-calming-liquid-intensive-cosrx-official-3.jpg?v=1724836892,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/ac-collection-calming-liquid-intensive-cosrx-official-4.jpg?v=1724836894,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/ac-collection-calming-liquid-intensive-cosrx-official-5.jpg?v=1724836897,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/ac-collection-calming-liquid-intensive-cosrx-official-6.jpg?v=1724836899",,4.22 fl.oz / 125ml
AC Collection Calming Liquid Mild,$26.00,"https://cdn.shopify.com/s/files/1/0513/3775/6828/files/ac-collection-calming-liquid-mild-cosrx-official-1.jpg?v=1724836561,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/ac-collection-calming-liquid-mild-cosrx-official-2.jpg?v=1724836563,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/ac-collection-calming-liquid-mild-cosrx-official-3.jpg?v=1724836565,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/ac-collection-calming-liquid-mild-cosrx-official-4.jpg?v=1724836567,https://cdn.shopify.com/s/files/1/0513/3775/6828/files/ac-collection-calming-liquid-mild-cosrx-official-5.jpg?v=1724836569",,4.22 fl.oz / 125ml
